WOS_number,doc_type,authors,title,source,doi,publication_year,author_keywords,email
WOS:000389785200086,J,"Zeng, Y; Tan, XC; Gu, BH; Wang, Y; Xu, BG",Greenhouse gas emissions of motor vehicles in Chinese cities and the implication for China's mitigation targets,APPLIED ENERGY,10.1016/j.apenergy.2016.06.130,2016,Motor vehicles; GHG emission; Comparative analysis; City level,
WOS:000389785200099,J,"Yao, X; Guo, CW; Shao, S; Jiang, ZJ",Total-factor CO2 emission performance of China's provincial industrial sector: A meta-frontier non-radial Malmquist index approach,APPLIED ENERGY,10.1016/j.apenergy.2016.08.064,2016,Non-radial directional distance function; Group heterogeneity; CO2 emission performance; Meta-frontier Malmquist Index,
WOS:000389785200063,J,"He, Q; Jiang, XJ; Gouldson, A; Sudmant, A; Guan, DB; Colenbrander, S; Xue, T; Zheng, B; Zhang, Q",Climate change mitigation in Chinese megacities: A measures-based analysis of opportunities in the residential sector,APPLIED ENERGY,10.1016/j.apenergy.2016.07.112,2016,Megacities; Climate change; Energy; Carbon; Residential buildings; Measures-based analysis,
WOS:000389785200085,J,"Xie, X; Shao, S; Lin, BQ",Exploring the driving forces and mitigation pathways of CO2 emissions in China's petroleum refining and coking industry: 1995-2031,APPLIED ENERGY,10.1016/j.apenergy.2016.06.008,2016,Petroleum refining and coking industry; Driving factors; CO2 emissions; LMDI method; China,
WOS:000389785200096,J,"Wu, R; Dai, HC; Geng, Y; Xie, Y; Mosui, T; Tian, X",Achieving China's INDC through carbon cap-and-trade: Insights from Shanghai,APPLIED ENERGY,10.1016/j.apenergy.2016.06.011,2016,Carbon cap-and-trade (ETS); Computable general equilibrium model; Shanghai,
WOS:000389785200127,J,"Komusanac, I; Cosic, B; Duic, N",Impact of high penetration of wind and solar PV generation on the country power system load: The case study of Croatia,APPLIED ENERGY,10.1016/j.apenergy.2016.06.099,2016,EnergyPLAN; Wind power plants; Solar PV; Multicriteria-analysis; Pareto analysis,
WOS:000384851000030,J,"Valujeva, K; O'Sullivan, L; Gutzler, C; Fealy, R; Schulte, RPO",The challenge of managing soil functions at multiple scales: An optimisation study of the synergistic and antagonistic trade-offs between soil functions in Ireland,LAND USE POLICY,10.1016/j.landusepol.2016.07.028,2016,Functional Land Management; Greenhouse gas; Livestock; Optimisation; Sustainable intensification; Water quality,
WOS:000413273300005,J,"Jiang, KJ; Zhuang, X; He, CM; Liu, J; Xu, XY; Chen, S",China's low-carbon investment pathway under the 2 degrees C scenario,ADVANCES IN CLIMATE CHANGE RESEARCH,10.1016/j.accre.2016.12.004,2016,Climate change; Mitigation; 2 degrees C target; Investment; China; Modeling,
WOS:000403418900008,J,"Feng, XZ; Lugovoy, O; Yan, S; Hu, Q",Co-Benefits of CO2 and NOx Emission Control in China's Cement Industry,CHINESE JOURNAL OF URBAN AND ENVIRONMENTAL STUDIES,10.1142/S2345748116500342,2016,Cement industry; CO2 abatement; NOx reduction; co-benefit analysis; Gompertz model; MAP-TIMES model,
WOS:000395042700002,J,"Offermann, F; Banse, M; Deblitz, C; Gocht, A; Gonzalez-Mellado, A; Kreins, P; Marquardt, S; Osterburg, B; Pelikan, J; Rosemann, C; Salamon, P; Sanders, J",Thunen Baseline 2015-2025: Agri-economic projections for Germany,LANDBAUFORSCHUNG,10.3220/LBF1481641394000,2016,agricultural policy; impact assessment; modelling; Germany; modelling network,
WOS:000395295500002,J,"Klavs, G; Rekis, J",INTRODUCTION OF ENERGY AND CLIMATE MITIGATION POLICY ISSUES IN ENERGY - ENVIRONMENT MODEL OF LATVIA,LATVIAN JOURNAL OF PHYSICS AND TECHNICAL SCIENCES,10.1515/lpts-2016-0039,2016,bottom-up models; GHG abatement; energy efficiency; non-ETS; scenarios,
WOS:000394832600003,J,"Guan, DB; Shan, YL; Liu, Z; He, KB",Performance Assessment and Outlook of China's Emission-Trading Scheme,ENGINEERING,10.1016/J.ENG.2016.04.016,2016,,
WOS:000393315100007,J,"Hasegawa, T; Fujimori, S; Boer, R; Immanuel, GS; Masui, T",Land-Based Mitigation Strategies under the Mid-Term Carbon Reduction Targets in Indonesia,SUSTAINABILITY,10.3390/su8121283,2016,climate change; land use change; agriculture; mitigation options; INDC (Intended Nationally Determined Contributions); Indonesia; computable general equilibrium model; technology model,
WOS:000393120300013,J,"Kerdlap, P; Gheewala, SH",Electric Motorcycles in Thailand A Life Cycle Perspective,JOURNAL OF INDUSTRIAL ECOLOGY,10.1111/jiec.12406,2016,clean transportation; electric motorcycles; industrial ecology; stock-turnover modeling; total cost of ownership; transportation policy,
WOS:000392500100001,J,"Otene, IJJ; Murray, P; Enongene, KE",The Potential Reduction of Carbon Dioxide (CO2) Emissions from Gas Flaring in Nigeria's Oil and Gas Industry through Alternative Productive Use,ENVIRONMENTS,10.3390/environments3040031,2016,Nigeria; greenhouse gas; flaring; alternative; industry,
WOS:000391897600067,J,"Li, Y; Lukszo, Z; Weijnen, M",The impact of inter-regional transmission grid expansion on China's power sector decarbonization,APPLIED ENERGY,10.1016/j.apenergy.2016.09.006,2016,Inter-regional transmission grid; Impact; Decarbonization; China; Unit commitment,
WOS:000389288900002,J,"Hakala, K; Heikkinen, J; Sinkko, T; Pahkala, K","Field trial results of straw yield with different harvesting methods, and modelled effects on soil organic carbon. A case study from Southern Finland",BIOMASS & BIOENERGY,10.1016/j.biombioe.2016.08.021,2016,Carbon; Residue; Soil; Straw; Stubble; Sustainability; Yasso07 model,
WOS:000389465600014,J,"Santalo, JMG","CCS, A Needed Technology for the Mexican Electrical Sector: Sustainability and Local Industry Participation",INTERNATIONAL JOURNAL OF CHEMICAL REACTOR ENGINEERING,10.1515/ijcre-2016-0022,2016,carbon capture and storage; Mexican electrical sector; energy planning,
WOS:000389432200014,J,"Greenblatt, JB; Wei, M",Assessment of the climate commitments and additional mitigation policies of the United States,NATURE CLIMATE CHANGE,10.1038/NCLIMATE3125,2016,,
WOS:000389317100009,J,"Li, Y; Bao, L; Li, WX; Deng, HP",Inventory and Policy Reduction Potential of Greenhouse Gas and Pollutant Emissions of Road Transportation Industry in China,SUSTAINABILITY,10.3390/su8121218,2016,emission inventory; reduction potential; Long-range Energy Alternatives Planning System (LEAP); road transportation industry; mitigation policy; logistic informatization; auto emission standards,
WOS:000388956400011,J,"Ab Muis, Z; Ho, WS; Hashim, H; Lee, MY; Ramli, AF",Sustainable multi-period electricity planning for Iskandar Malaysia,CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY,10.1007/s10098-016-1273-1,2016,Renewable energy; Electricity planning; GAMS,
WOS:000389089700037,J,"Kannan, R; Hirschberg, S",Interplay between electricity and transport sectors - Integrating the Swiss car fleet and electricity system,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,10.1016/j.tra.2016.10.007,2016,Electric-mobility; Electricity supply; Integrated energy systems; TIMES; Switzerland,
WOS:000388604700010,J,"Wu, QL; Peng, CY",Scenario Analysis of Carbon Emissions of China's Electric Power Industry Up to 2030,ENERGIES,10.3390/en9120988,2016,electric power industry; carbon emissions; scenario simulation; LEAP model,
WOS:000388055800002,J,"Wu, J; Albrecht, J; Fan, Y; Xia, Y",The design of renewable support schemes and CO2 emissions in China,ENERGY POLICY,10.1016/j.enpol.2016.09.045,2016,Renewable energy; Feed-in tariff; Price impact; CO2 emissions,
WOS:000388059900017,J,"Tilahun, M; Damnyag, L; Anglaaere, LCN",The Ankasa Forest Conservation Area of Ghana: Ecosystem service values and on-site REDD plus opportunity cost,FOREST POLICY AND ECONOMICS,10.1016/j.forpol.2016.08.011,2016,Protected area; Forest conservation; Climate change mitigation; REDD plus opportunity cost; Valuation; Ecosystem services,
WOS:000387617200002,J,"Winkler, T; Winiwarter, W",Greenhouse gas scenarios for Austria: a comparison of different approaches to emission trends,MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE,10.1007/s11027-015-9642-3,2016,Austria; Emission scenario; EU climate policy; Representative Concentration Pathway; Two-degree target,
WOS:000395726400050,J,"Boehlert, B; Strzepek, KM; Gebretsadik, Y; Swanson, R; McCluskey, A; Neumann, JE; McFarland, J; Martinich, J",Climate change impacts and greenhouse gas mitigation effects on US hydropower generation,APPLIED ENERGY,10.1016/j.apenergy.2016.09.054,2016,Hydropower; Energy; Climate change; Economic impacts; Mitigation; Greenhouse gases,
WOS:000388604700002,J,"Sun, XY; Zhang, BS; Tang, X; McLellan, BC; Hook, M",Sustainable Energy Transitions in China: Renewable Options and Impacts on the Electricity System,ENERGIES,10.3390/en9120980,2016,EnergyPLAN; energy transition; renewable energy mix; sustainability assessment,
WOS:000394832600006,J,"Kennedy, C; Zhong, M; Corfee-Morlot, J",Infrastructure for China's Ecologically Balanced Civilization,ENGINEERING,10.1016/J.ENG.2016.04.014,2016,Sustainable engineering; Green growth; Industrial ecology; Low-carbon development; Green finance,
WOS:000386403200009,J,"Karatayev, M; Hall, S; Kalyuzhnova, Y; Clarke, ML",Renewable energy technology uptake in Kazakhstan: Policy drivers and barriers in a transitional economy,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,10.1016/j.rser.2016.07.057,2016,ReneWable energy; Fossil fuel; Barriers; Kazakhstan; Central Asia,
WOS:000386403200006,J,"Sabo, ML; Mariun, N; Hizam, H; Radzi, MAM; Zakaria, A",Spatial energy predictions from large-scale photovoltaic power plants located in optimal sites and connected to a smart grid in Peninsular Malaysia,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,10.1016/j.rser.2016.07.045,2016,Geographic information systems (GIS); Photovoltaic power (PV) plants; Optimal sites; Carbon emission reduction; Energy generation; Installation capacity,
WOS:000391079300021,J,"Chen, HD; Wang, C; Ye, MH",An uncertainty analysis of subsidy for carbon capture and storage (CCS) retrofitting investment in China's coal power plants using a real-options approach,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2016.07.074,2016,Real option model; Uncertainty analysis; CCS retrofitting investment; Carbon market; Subsidy for electricity generation; China's coal power plants,
WOS:000391079300107,J,"Xiao, BW; Niu, DX; Guo, XD",Can natural gas-fired power generation break through the dilemma in China? A system dynamics analysis,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2016.07.198,2016,System dynamics; Natural gas; Natural gas power generation; Installed capacity; Policy,
WOS:000388960600024,J,"Li, K; Liao, H; Zhu, J; Moch, JM",Implications of RCP emissions on future PM2.5 air quality and direct radiative forcing over China,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,10.1002/2016JD025623,2016,,
WOS:000389104300024,J,"Zivkovic, M; Pereverza, K; Pasichnyi, O; Madzarevic, A; Ivezic, D; Kordas, O","Exploring scenarios for more sustainable heating: The case of Nis, Serbia",ENERGY,10.1016/j.energy.2016.06.034,2016,Urban energy modelling; LEAP; Scenario; Participatory backcasting; Heating system; Nit,
WOS:000388153500004,J,"Sandberg, NH; Sartori, I; Heidrich, O; Dawson, R; Dascalaki, E; Dimitriou, S; Vimmr, T; Filippidou, F; Stegnar, G; Zavrl, MS; Brattebo, H",Dynamic building stock modelling: Application to 11 European countries to support the energy efficiency and retrofit ambitions of the EU,ENERGY AND BUILDINGS,10.1016/j.enbuild.2016.05.100,2016,Dynamic modelling; Comparative analysis; Dwelling stock; Housing; Renovation; Energy efficiency; Europe,
WOS:000388153500006,J,"Diefenbach, N; Loga, T; Stein, B",Reaching the climate protection targets for the heat supply of the German residential building stock: How and how fast?,ENERGY AND BUILDINGS,10.1016/j.enbuild.2016.06.095,2016,Residential buildings; Building stock; Scenario analysis; Climate protection,
WOS:000387212900001,J,"Meersmans, J; Arrouays, D; Van Rompaey, AJJ; Page, C; De Baets, S; Quine, TA",Future C loss in mid-latitude mineral soils: climate change exceeds land use mitigation potential in France,SCIENTIFIC REPORTS,10.1038/srep35798,2016,,
WOS:000391971200034,J,"Hanif, M; Mahlia, TMI; Aditiya, HB; Chong, WT; Nasruddin",Techno-economic and environmental assessment of bioethanol production from high starch and root yield Sri Kanji 1 cassava in Malaysia,ENERGY REPORTS,10.1016/j.egyr.2016.03.004,2016,Bioethanol; Techno-economic analysis; Sri Kanji 1 cassava; Environmental assessment,
WOS:000390939200004,J,"Kumari, S; Dahiya, RP; Naik, SN; Hiloidhari, M; Thakur, IS; Sharawat, I; Kumari, N",Projection of methane emissions from livestock through enteric fermentation: A case study from India,ENVIRONMENTAL DEVELOPMENT,10.1016/j.envdev.2016.08.001,2016,Livestock; Methane emissions; Enteric fermentation; STELLA; System dynamic approach,
WOS:000390318600005,J,"Dessens, O; Anandarajah, G; Gambhir, A","Limiting global warming to 2 degrees C: What do the latest mitigation studies tell us about costs, technologies and other impacts?",ENERGY STRATEGY REVIEWS,10.1016/j.esr.2016.08.004,2016,Mitigation scenarios; 2 degrees C target; Review paper,
WOS:000390318600017,J,"Dountio, EG; Meukam, P; Tchaptchet, DLP; Ango, LEO; Simo, A",Electricity generation technology options under the greenhouse gases mitigation scenario: Case study of Cameroon,ENERGY STRATEGY REVIEWS,10.1016/j.esr.2016.10.003,2016,Electricity production in Cameroon; Energy planning; Renewable energies; Greenhouse gas,
WOS:000389316200098,J,"Yoon, S; Jeong, S",Carbon Emission Mitigation Potentials of Different Policy Scenarios and Their Effects on International Aviation in the Korean Context,SUSTAINABILITY,10.3390/su8111179,2016,international aviation; greenhouse gas (GHG) emissions reduction; system dynamics; Emission Trading System; carbon tax,
WOS:000388648900004,J,"Zhang, DW; Paltsev, S",THE FUTURE OF NATURAL GAS IN CHINA: EFFECTS OF PRICING REFORM AND CLIMATE POLICY,CLIMATE CHANGE ECONOMICS,10.1142/S2010007816500123,2016,Natural gas; China; climate policy; pricing reform; economic modeling,
WOS:000387781500001,J,"Volkart, K; Bauer, C; Burgherr, P; Hirschberg, S; Schenler, W; Spada, M","Interdisciplinary assessment of renewable, nuclear and fossil power generation with and without carbon capture and storage in view of the new Swiss energy policy",INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,10.1016/j.ijggc.2016.08.023,2016,Multi-criteria decision analysis; Life cycle assessment; Sustainability assessment; Power generation; Carbon capture and storage; Switzerland,
WOS:000387815800001,J,"Bartos, M; Chester, M; Johnson, N; Gorman, B; Eisenberg, D; Linkov, I; Bates, M",Impacts of rising air temperatures on electric transmission ampacity and peak electricity load in the United States,ENVIRONMENTAL RESEARCH LETTERS,10.1088/1748-9326/11/11/114008,2016,climate change; infrastructure; resilience; electrical grid,
WOS:000387194800045,J,"Rubio-Bellido, C; Perez-Fargallo, A; Pulido-Arcas, JA",Optimization of annual energy demand in office buildings under the influence of climate change in Chile,ENERGY,10.1016/j.energy.2016.08.021,2016,Climate change; Climate adaption; Energy demand; Energy efficiency,
WOS:000387300300001,J,"Shin, J; Lee, CY; Kim, H",Technology and demand forecasting for carbon capture and storage technology in South Korea,ENERGY POLICY,10.1016/j.enpol.2016.08.009,2016,Carbon capture and storage; Patent; Diffusion model; Demand forecasting,
WOS:000387300300023,J,"Healey, S; Jaccard, M",Abundant low-cost natural gas and deep GHG emissions reductions for the United States,ENERGY POLICY,10.1016/j.enpol.2016.08.026,2016,Natural Gas; Shale Gas; Climate Policy; Hybrid Model; Bridge Fuel,
WOS:000386062000011,J,"Wang, ZL; Lin, L; Yang, ML; Xu, YY",The effect of future reduction in aerosol emissions on climate extremes in China,CLIMATE DYNAMICS,10.1007/s00382-016-3003-0,2016,Aerosols; RCP8.5; Climate extremes,
WOS:000386418200026,J,"Wang, J; Zhao, T; Wang, YN","How to achieve the 2020 and 2030 emissions targets of China: Evidence from high, mid and low energy-consumption industrial sub-sectors",ATMOSPHERIC ENVIRONMENT,10.1016/j.atmosenv.2016.09.038,2016,Decomposition analysis; Different energy-consumption sectors; Co-integration relationships; Scenario analysis,
WOS:000390497900050,J,"Song, ML; Cui, LB",Economic evaluation of Chinese electricity price marketization based on dynamic computational general equilibrium model,COMPUTERS & INDUSTRIAL ENGINEERING,10.1016/j.cie.2016.05.035,2016,Market reform; Dynamic computational general equilibrium model; Carbon tax; Electricity price,
WOS:000385552300003,J,"Echeverria-Londono, S; Newbold, T; Hudson, LN; Contu, S; Hill, SLL; Lysenko, I; Arbelaez-Cortes, E; Armbrecht, I; Boekhout, T; Cabra-Garcia, J; Dominguez-Haydar, Y; Nates-Parra, G; Gutierrez-Lamus, DL; Higuera, D; Isaacs-Cubides, PJ; Lopez-Quintero, CA; Martinez, E; Miranda-Esquivel, DR; Navarro-Iriarte, LE; Noriega, JA; Otavo, SE; Parra-H, A; Poveda, K; Ramirez-Pinilla, MP; Rey-Velasco, JC; Rosselli, L; Smith-Pardo, AH; Urbina-Cardona, JN; Purvis, A",Modelling and projecting the response of local assemblage composition to land use change across Colombia,DIVERSITY AND DISTRIBUTIONS,10.1111/ddi.12478,2016,community composition; GLMM; hindcast; land use impact; Neotropics; PREDICTS project; representative concentration pathways,
WOS:000386777100005,J,"Chen, L; Sui, X; Wang, DS; Yin, XY; Ji, GD","The ecological benefit-loss evaluation in a riverine wetland for hydropower projects - A case study of Xiaolangdi reservoir in the Yellow River, China",ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2015.12.037,2016,Riverine wetland; Ecosystem services; Ecological benefit-loss evaluation; Xiaolangdi reservoir; Hydropower project,
WOS:000390318600011,J,"Kalt, G; Baumann, M; Lauk, C; Kastner, T; Kranzl, L; Schipfer, F; Lexer, M; Rammer, W; Schaumberger, A; Schriefl, E",Transformation scenarios towards a low-carbon bioeconomy in Austria,ENERGY STRATEGY REVIEWS,10.1016/j.esr.2016.09.004,2016,Low-carbon economy; Bioeconomy; Scenario; Decarbonisation; Biomass,
WOS:000389732700012,J,"Liao, XW; Hall, JW; Eyre, N",Water use in China's thermoelectric power sector,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,10.1016/j.gloenvcha.2016.09.007,2016,Water; Energy; Nexus; Policy; China,
WOS:000389316200003,J,"Faure, E; Svenfelt, A; Finnveden, G; Hornborg, A",Four Sustainability Goals in a Swedish Low-Growth/Degrowth Context,SUSTAINABILITY,10.3390/su8111080,2016,sustainability goals; degrowth; environmental justice,
WOS:000393209900005,J,"Griffin, PW; Hammond, GP; Norman, JB",Industrial energy use and carbon emissions reduction: a UK perspective,WILEY INTERDISCIPLINARY REVIEWS-ENERGY AND ENVIRONMENT,10.1002/wene.212,2016,,
WOS:000383243400001,J,"Chen, CF; Han, J","Energy conservation, emission reduction and win-win development of China's industry: 2013-2050-MDI analysis framework based on directional distance function",APPLIED ECONOMICS LETTERS,10.1080/13504851.2016.1142649,2016,Energy conservation and emission reduction; China's industry; win-win development; MDI,
WOS:000382792900023,J,"Gao, CC; Liu, YH; Jin, J; Wei, TY; Zhang, JY; Zhu, LZ",Driving forces in energy-related carbon dioxide emissions in east and south coastal China: commonality and variations,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2016.05.131,2016,Decomposition analysis; CO2 emission; Driving force; Coastal China; Provincial feature,
WOS:000386410500042,J,"Wiser, R; Millstein, D; Mai, T; Macknick, J; Carpenter, A; Cohen, S; Cole, W; Frew, B; Heath, G",The environmental and public health benefits of achieving high penetrations of solar energy in the United States,ENERGY,10.1016/j.energy.2016.07.068,2016,Solar energy; Greenhouse-gases; Air pollution; Public health; Co-benefits; Water use,
WOS:000385323900003,J,"Invidiata, A; Ghisi, E",Impact of climate change on heating and cooling energy demand in houses in Brazil,ENERGY AND BUILDINGS,10.1016/j.enbuild.2016.07.067,2016,Climate change impact; Energy efficiency; Houses,
WOS:000382258300027,J,"Glomsrod, S; Wei, TY; Aamaas, B; Lund, MT; Samset, BH",A warmer policy for a colder climate: Can China both reduce poverty and cap carbon emissions?,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2016.06.005,2016,Emissions mitigation; Poverty reduction; Carbon tax; land subsidy; Integrated assessment modeling; Global warming,
WOS:000385505300041,J,"Estrada-Contreras, I; Equihua, M; Laborde, J; Meyer, EM; Sanchez-Velasquez, LR",Current and Future Distribution of the Tropical Tree Cedrela odorata L. in Mexico under Climate Change Scenarios Using MaxLike,PLOS ONE,10.1371/journal.pone.0164178,2016,,
WOS:000388942000001,J,"Murali, P; Hari, K; Prathap, DP",An Economic Analysis of Biofuel Production and Food Security in India,SUGAR TECH,10.1007/s12355-015-0412-z,2016,Sugarcane; Demand; Supply; Biofuels; Sustainability,
WOS:000387228800003,J,"van Meerwijk, AJH; Benders, RMJ; Davila-Martinez, A; Laugs, GAH",Swiss pumped hydro storage potential for Germany's electricity system under high penetration of intermittent renewable energy,JOURNAL OF MODERN POWER SYSTEMS AND CLEAN ENERGY,10.1007/s40565-016-0239-y,2016,Pumped hydro storage (PHS); Local hydrology; Germany; Switzerland; Intermittent renewable energy sources (IRES); Scenarios,
WOS:000386410400048,J,"Fossey, M; Rousseau, AN",Assessing the long-term hydrological services provided by wetlands under changing climate conditions: A case study approach of a Canadian watershed,JOURNAL OF HYDROLOGY,10.1016/j.jhydrol.2016.08.032,2016,Wetlands; Hydrological dynamic modelling; Stable isotopes; HYDROTEL; Climate change impact,
WOS:000385256300016,J,"Goncu, S; Albek, E",Statistical downscaling of meteorological time series and climatic projections in a watershed in Turkey,THEORETICAL AND APPLIED CLIMATOLOGY,10.1007/s00704-015-1563-2,2016,,
WOS:000384423900003,J,"Matsumoto, M; Oka, H; Mitsuda, Y; Hashimoto, S; Kayo, C; Tsunetsugu, Y; Tonosaki, M",Potential contributions of forestry and wood use to climate change mitigation in Japan,JOURNAL OF FOREST RESEARCH,10.1007/s10310-016-0527-4,2016,Carbon removal; Emission reductions; Forest sector; Integrated model; Model projection,
WOS:000383291800006,J,"Moreira, JR; Romeiro, V; Fuss, S; Kraxner, F; Pacca, SA",BECCS potential in Brazil: Achieving negative emissions in ethanol and electricity production based on sugar cane bagasse and other residues,APPLIED ENERGY,10.1016/j.apenergy.2016.06.044,2016,Bioenergy carbon capture and storage (BECCS); Negative emissions; Ethanol; Renewable energy; Climate mitigation,
WOS:000383292900010,J,"Parikh, KS; Parikh, JK",Realizing potential savings of energy and emissions from efficient household appliances in India,ENERGY POLICY,10.1016/j.enpol.2016.07.005,2016,India; Policies for energy efficiency; Household appliances; Electricity consumption; Appliance ownership in rural and urban income groups,
WOS:000383292900020,J,"Popiolek, N; Thais, F",Multi-criteria analysis of innovation policies in favour of solar mobility in France by 2030,ENERGY POLICY,10.1016/j.enpol.2016.07.036,2016,Solar mobility; Innovation public policies; Multi-criteria decision making model; CO2 emissions reduction; Foresight; France energy sector,
WOS:000383292900025,J,"He, LY; Qiu, LY","Transport demand, harmful emissions, environment and health co-benefits in China",ENERGY POLICY,10.1016/j.enpol.2016.07.037,2016,Resident's travel demand; Air pollution; Health impact; Senarios,
WOS:000383292900035,J,"Jaskolski, M",Modelling long-term technological transition of Polish power system using MARKAL: Emission trade impact,ENERGY POLICY,10.1016/j.enpol.2016.07.017,2016,Emission trading scheme; Energy model; Power generation planning; Poland; Market Stability Reserve; Sulfur dioxide emission trading,
WOS:000383292900050,J,"McNeil, MA; Feng, W; du Can, SD; Khanna, NZ; Ke, J; Zhou, N",Energy efficiency outlook in China's urban buildings sector through 2030,ENERGY POLICY,10.1016/j.enpol.2016.07.033,2016,Energy efficiency policy; Energy demand modeling; Building sector China,
WOS:000381545200116,J,"Ercan, T; Onat, NC; Tatari, O",Investigating carbon footprint reduction potential of public transportation in United States: A system dynamics approach,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2016.06.051,2016,Public transportation; System dynamics; CO2 mitigation; Policy making; Transportation mode choice,
WOS:000381833200025,J,"Mendoza-Vizcaino, J; Sumper, A; Sudria-Andreu, A; Ramirez, JM","Renewable technologies for generation systems in islands and their application to Cozumel Island, Mexico",RENEWABLE & SUSTAINABLE ENERGY REVIEWS,10.1016/j.rser.2016.06.014,2016,Cozumel Island; Energy planning; Hybrid system; Renewable energy; Renewable technology; Sustainable energy,
WOS:000383123400010,J,"deLlano-Paz, F; Fernandez, PM; Soares, I",The effects of different CCS technological scenarios on EU low-carbon generation mix,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,10.1007/s10668-016-9809-4,2016,Efficiency; Emissions reduction; Carbon capture and storage-CCS; Portfolio theory; Externalities,
WOS:000384789500017,J,"Tambo, E; Wang, DQ; Zhou, XN",Tackling air pollution and extreme climate changes in China: Implementing the Paris climate change agreement,ENVIRONMENT INTERNATIONAL,10.1016/j.envint.2016.04.010,2016,Air pollution; Climate changes; China; Implementation; Paris climate change agreement,
WOS:000389320800011,J,"Southall, GD; Khare, A",The feasibility of distributed hydrogen production from renewable energy sources and the financial contribution from UK motorists on environmental grounds,SUSTAINABLE CITIES AND SOCIETY,10.1016/j.scs.2016.05.009,2016,Transport sector; Hydrogen fuel cell; Renewable energy; Hydrogen production infrastructure; Clean transportation fuel,
WOS:000381060900066,J,"Minamikawa, K; Fumoto, T; Iizumi, T; Cha-Un, N; Pimple, U; Nishimori, M; Ishigooka, Y; Kuwagata, T",Prediction of future methane emission from irrigated rice paddies in central Thailand under different water management practices,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2016.05.145,2016,DNDC-Rice; Global warming; Intermittent irrigation; Midseason drainage; Regional climate downscaling,
WOS:000384329200034,J,"Ranjitkar, S; Sujakhu, NM; Merz, J; Kindt, R; Xu, JC; Matin, MA; Ali, M; Zomer, RJ",Suitability Analysis and Projected Climate Change Impact on Banana and Coffee Production Zones in Nepal,PLOS ONE,10.1371/journal.pone.0163916,2016,,
WOS:000380624400007,J,"Kuramochi, T",Assessment of midterm CO2 emissions reduction potential in the iron and steel industry: a case of Japan,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2015.02.055,2016,Japan; Iron and steel industry; CO2 emissions reduction; Steel scrap; Techno-economic analysis; Metal recycling,
WOS:000384776900035,J,"Almansoori, A; Betancourt-Torcat, A",Design of optimization model for a hydrogen supply chain under emission constraints - A case study of Germany,ENERGY,10.1016/j.energy.2016.05.123,2016,Hydrogen supply chain; Design; Emission constraints; Mixed integer linear programming; Germany,
WOS:000383255600034,J,"Trainor, AM; McDonald, RI; Fargione, J",Energy Sprawl Is the Largest Driver of Land Use Change in United States,PLOS ONE,10.1371/journal.pone.0162269,2016,,
WOS:000383611500001,J,"Noyola, A; Paredes, MG; Morgan-Sagastume, JM; Guereca, LP",Reduction of Greenhouse Gas Emissions From Municipal Wastewater Treatment in Mexico Based on Technology Selection,CLEAN-SOIL AIR WATER,10.1002/clen.201500084,2016,Biogas; Climate change; Carbon footprint; Methane; Mitigation strategies,
WOS:000389113600007,J,"Mulholland, E; O'Shea, RSK; Murphy, JD; Gallachoir, BPO",Low carbon pathways for light goods vehicles in Ireland,RESEARCH IN TRANSPORTATION ECONOMICS,10.1016/j.retrec.2016.10.002,2016,,
WOS:000384782800012,J,"Pouteau, R; Birnbaum, P",Island biodiversity hotspots are getting hotter: vulnerability of tree species to climate change in New Caledonia,BIOLOGICAL CONSERVATION,10.1016/j.biocon.2016.06.031,2016,Alpha diversity; geographic range shift; island conservation; maximum entropy modeling; tropical rain forest; species extinctions,
WOS:000385332200008,J,"Ziemele, J; Gravelsins, A; Blumberga, A; Vigants, G; Blumberga, D",System dynamics model analysis of pathway to 4th generation district heating in Latvia,ENERGY,10.1016/j.energy.2015.11.073,2016,District heating; 4GDH; System dynamics modeling; Renewable energy; Sustainable energy,
WOS:000383616100002,J,"do Rio, A; Sentelhas, PC; Farias, JRB; Sibaldelli, RNR; Ferreira, RC",Alternative sowing dates as a mitigation measure to reduce climate change impacts on soybean yields in southern Brazil,INTERNATIONAL JOURNAL OF CLIMATOLOGY,10.1002/joc.4583,2016,Glycine max; CSM-CROPGRO Soybean; climatic risk; sowing dates; climate change,
